"","id","time","status","pub_cat","gender","age","geo","weight","q","response_time","region","state"
"21",1004678709,"2020-06-30 09:00:00","Complete","News","Unknown","Unknown","US-WEST-NV",0,"None of the above / Not working for pay",2506,"WEST","NV"
"22",1005300848,"2020-07-02 11:00:00","Complete","News","Male","45-54","US-MIDWEST-MN-Minneapolis",0.6254107,"None of the above / Not working for pay",13182,"MIDWEST","MN"
"23",1005744306,"2020-07-03 02:00:00","Complete","News","Female","65+","US-SOUTH-FL",0.9021625,"None of the above / Not working for pay",13443,"SOUTH","FL"
"24",1006054392,"2020-06-30 15:00:00","Complete","News","Unknown","Unknown","US-MIDWEST-MI",0,"None of the above / Not working for pay",13874,"MIDWEST","MI"
"25",1006557918,"2020-07-02 00:00:00","Complete","News","Male","18-24","US-SOUTH-VA",1.3767417,"I continue to commute to work",16108,"SOUTH","VA"
"26",1007088827,"2020-06-30 11:00:00","Complete","News","Female","Unknown","US-MIDWEST-IL-Chicago",0,"Used to commute, now work from home",15230,"MIDWEST","IL"
"27",1007371864,"2020-07-02 00:00:00","Complete","News","Female","45-54","US-MIDWEST-IL",0.6592421,"None of the above / Not working for pay",14686,"MIDWEST","IL"
"28",1007985580,"2020-06-30 17:00:00","Complete","News","Male","35-44","US-MIDWEST-WI-Madison",0.658892,"Used to commute, now work from home",18738,"MIDWEST","WI"
"29",1008281644,"2020-07-01 19:00:00","Complete","News","Female","45-54","US-WEST-UT-Salt Lake City",1.1337387,"Used to work from home and still do",9712,"WEST","UT"
"30",1008744881,"2020-06-30 14:00:00","Complete","News","Male","55-64","US-MIDWEST-MO-Springfield",0.617974,"None of the above / Not working for pay",10040,"MIDWEST","MO"
"31",1009325221,"2020-07-03 15:00:00","Complete","News","Female","45-54","US-WEST-AZ-Phoenix",1.1337387,"I continue to commute to work",18551,"WEST","AZ"
"32",100993936,"2020-07-01 01:00:00","Complete","News","Female","35-44","US-MIDWEST-IA",0.6945346,"Used to commute, now work from home",18099,"MIDWEST","IA"
"33",1010226089,"2020-06-30 00:00:00","Complete","News","Unknown","Unknown","US-SOUTH-OK",0,"None of the above / Not working for pay",11258,"SOUTH","OK"
"34",1010469563,"2020-07-02 00:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX",0,"None of the above / Not working for pay",12642,"SOUTH","TX"
"35",1010703103,"2020-07-01 13:00:00","Complete","News","Unknown","Unknown","US-SOUTH-NC-Durham",0,"Used to commute, now work from home",18989,"SOUTH","NC"
"36",1010905221,"2020-06-30 08:00:00","Complete","News","Female","Unknown","US-MIDWEST-IL",0,"Used to work from home and still do",18512,"MIDWEST","IL"
"37",1011724308,"2020-07-04 00:00:00","Complete","News","Female","25-34","US-WEST-CA-San Jose",1.3909675,"None of the above / Not working for pay",2958,"WEST","CA"
"38",1012141757,"2020-06-30 09:00:00","Complete","News","Female","18-24","US-MIDWEST-MN-Minneapolis",1.0167347,"None of the above / Not working for pay",3695,"MIDWEST","MN"
"39",1012147038,"2020-07-01 23:00:00","Complete","News","Female","18-24","US-MIDWEST-MN-Albert Lea",1.0167347,"None of the above / Not working for pay",2193,"MIDWEST","MN"
"40",1012433958,"2020-07-02 13:00:00","Complete","News","Female","65+","US-SOUTH-TX-Austin",0.9021625,"Used to work from home and still do",22108,"SOUTH","TX"
"41",1012642617,"2020-07-01 18:00:00","Complete","News","Female","35-44","US-NORTHEAST-PA",1.4116572,"None of the above / Not working for pay",23072,"NORTHEAST","PA"
"42",101328893,"2020-06-30 14:00:00","Complete","News","Female","Unknown","US-MIDWEST-IL-Chicago",0,"I continue to commute to work",15976,"MIDWEST","IL"
"43",1013829261,"2020-07-02 02:00:00","Complete","News","Male","25-34","US-WEST-WA",1.3195848,"Used to commute, now work from home",23291,"WEST","WA"
"44",1014417251,"2020-07-02 00:00:00","Complete","News","Female","35-44","US-MIDWEST-NE",0.6945346,"None of the above / Not working for pay",7962,"MIDWEST","NE"
"45",1014904637,"2020-07-01 17:00:00","Complete","News","Male","35-44","US-MIDWEST-MN",0.658892,"None of the above / Not working for pay",7755,"MIDWEST","MN"
"46",1014925259,"2020-07-02 11:00:00","Complete","News","Male","45-54","US-SOUTH-KY",0.8926676,"I continue to commute to work",12743,"SOUTH","KY"
"47",1015242444,"2020-07-02 13:00:00","Complete","News","Male","65+","US-SOUTH-AL",0.8558647,"None of the above / Not working for pay",4795,"SOUTH","AL"
"48",1015791612,"2020-07-01 19:00:00","Complete","News","Female","25-34","US-SOUTH-AL",1.1544455,"I continue to commute to work",8200,"SOUTH","AL"
"49",101594345,"2020-07-01 23:00:00","Complete","News","Female","65+","US-SOUTH-TX",0.9021625,"Used to commute, now work from home",20446,"SOUTH","TX"
"50",1016184244,"2020-06-30 19:00:00","Complete","News","Male","25-34","US-MIDWEST-MO-Columbia",0.7673072,"None of the above / Not working for pay",13000,"MIDWEST","MO"
"51",1016271327,"2020-07-02 20:00:00","Complete","News","Male","55-64","US-SOUTH-TX",0.882053,"Used to work from home, but now I commute",12527,"SOUTH","TX"
"52",1016540486,"2020-07-01 21:00:00","Complete","News","Male","35-44","US-WEST-CO",1.1331366,"None of the above / Not working for pay",1783,"WEST","CO"
"53",1016558845,"2020-06-30 23:00:00","Complete","News","Unknown","Unknown","US-WEST-AK-Anchorage",0,"Used to work from home, but now I commute",18749,"WEST","AK"
"54",1016636380,"2020-07-01 04:00:00","Complete","News","Unknown","Unknown","US-NORTHEAST-NJ",0,"None of the above / Not working for pay",9644,"NORTHEAST","NJ"
"55",1017448294,"2020-07-04 00:00:00","Complete","News","Female","25-34","US-NORTHEAST-PA",1.6439336,"Used to commute, now work from home",25539,"NORTHEAST","PA"
"56",1017555199,"2020-07-02 11:00:00","Complete","News","Female","18-24","US-NORTHEAST-PA",2.066536,"I continue to commute to work",13509,"NORTHEAST","PA"
"57",1018048692,"2020-07-02 02:00:00","Complete","News","Female","25-34","US-SOUTH-NC-Charlotte",1.1544455,"Used to commute, now work from home",3680,"SOUTH","NC"
"58",101868373,"2020-07-03 22:00:00","Complete","News","Male","35-44","US-MIDWEST-IL",0.658892,"I continue to commute to work",2589,"MIDWEST","IL"
"59",1019181353,"2020-07-02 12:00:00","Complete","News","Female","65+","US-NORTHEAST-NJ",1.284682,"I continue to commute to work",8175,"NORTHEAST","NJ"
"60",1019297119,"2020-06-30 02:00:00","Complete","News","Female","Unknown","US-SOUTH-VA",0,"I continue to commute to work",71582,"SOUTH","VA"
"61",1019424811,"2020-06-30 05:00:00","Complete","News","Male","Unknown","US-WEST-OR",0,"None of the above / Not working for pay",15548,"WEST","OR"
"62",1019579917,"2020-07-01 23:00:00","Complete","News","Male","25-34","US-WEST-CO-Denver",1.3195848,"I continue to commute to work",46272,"WEST","CO"
"63",1019611997,"2020-06-30 05:00:00","Complete","News","Female","18-24","US-MIDWEST-SD",1.0167347,"I continue to commute to work",9050,"MIDWEST","SD"
"64",1019827550,"2020-06-30 22:00:00","Complete","News","Male","55-64","US-WEST-UT-Salt Lake City",1.0627674,"None of the above / Not working for pay",22695,"WEST","UT"
"65",1020176132,"2020-07-02 00:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TX-Houston",0,"Used to commute, now work from home",9093,"SOUTH","TX"
"66",1020191506,"2020-07-01 16:00:00","Complete","News","Female","35-44","US-WEST-CA",1.1944334,"I have recently been furloughed or laid-off",12227,"WEST","CA"
"67",1020937896,"2020-07-03 00:00:00","Complete","News","Female","45-54","US-WEST-WA",1.1337387,"None of the above / Not working for pay",7079,"WEST","WA"
"68",102112001,"2020-07-02 00:00:00","Complete","News","Male","25-34","US-SOUTH-OK-Oklahoma City",1.0952008,"Used to commute, now work from home",3466,"SOUTH","OK"
"69",1022136080,"2020-07-01 10:00:00","Complete","News","Female","45-54","US-MIDWEST-IA",0.6592421,"Used to work from home and still do",10423,"MIDWEST","IA"
"70",1022406141,"2020-07-02 13:00:00","Complete","News","Male","35-44","US-SOUTH-VA",0.9404565,"None of the above / Not working for pay",6084,"SOUTH","VA"
"71",1023800694,"2020-07-01 15:00:00","Complete","Arts & Entertainment","Female","65+","US-SOUTH-WV",0.9021625,"None of the above / Not working for pay",17412,"SOUTH","WV"
"72",1023975095,"2020-06-29 23:00:00","Complete","News","Male","25-34","US-SOUTH-NC-Salisbury",1.0952008,"None of the above / Not working for pay",10282,"SOUTH","NC"
"73",1024267393,"2020-07-01 13:00:00","Complete","News","Male","25-34","US-SOUTH-AL-Birmingham",1.0952008,"I continue to commute to work",9967,"SOUTH","AL"
"74",1024584227,"2020-06-29 23:00:00","Complete","News","Female","65+","US-MIDWEST-NE",0.6320629,"I continue to commute to work",17119,"MIDWEST","NE"
"75",1024885436,"2020-06-30 19:00:00","Complete","News","Unknown","Unknown","US-WEST-ID",0,"I have recently been furloughed or laid-off",8886,"WEST","ID"
"76",102494918,"2020-07-02 01:00:00","Complete","News","Female","18-24","US-WEST-NM",1.7485404,"I continue to commute to work",10681,"WEST","NM"
"77",1025186715,"2020-07-02 10:00:00","Complete","News","Male","18-24","US-SOUTH-NC-Raleigh",1.3767417,"None of the above / Not working for pay",1806,"SOUTH","NC"
"78",1025284007,"2020-07-01 13:00:00","Complete","News","Unknown","Unknown","US-SOUTH-KY-Lexington",0,"I continue to commute to work",19289,"SOUTH","KY"
"79",1025866640,"2020-07-01 17:00:00","Complete","News","Female","65+","US-SOUTH-VA",0.9021625,"None of the above / Not working for pay",2259,"SOUTH","VA"
"80",102648545,"2020-06-30 17:00:00","Complete","News","Unknown","Unknown","US-MIDWEST-MO",0,"Used to commute, now work from home",3179,"MIDWEST","MO"
"81",1026541822,"2020-07-01 16:00:00","Complete","News","Female","65+","US-MIDWEST-MN",0.6320629,"None of the above / Not working for pay",11475,"MIDWEST","MN"
"82",1026652936,"2020-07-02 19:00:00","Complete","News","Female","55-64","US-NORTHEAST-PA",1.3239914,"Used to commute, now work from home",26553,"NORTHEAST","PA"
"83",102711019,"2020-07-01 03:00:00","Complete","News","Female","35-44","US-WEST-AZ",1.1944334,"None of the above / Not working for pay",10617,"WEST","AZ"
"84",1027132964,"2020-07-01 02:00:00","Complete","News","Male","65+","US-MIDWEST-IN",0.5996262,"I continue to commute to work",26534,"MIDWEST","IN"
"85",1027151441,"2020-07-02 12:00:00","Complete","News","Female","45-54","US-SOUTH-FL",0.9409563,"I have recently been furloughed or laid-off",7058,"SOUTH","FL"
"86",1027641219,"2020-07-02 01:00:00","Complete","News","Unknown","Unknown","US-NORTHEAST-PA",0,"None of the above / Not working for pay",1120887,"NORTHEAST","PA"
"87",1027957064,"2020-07-01 13:00:00","Complete","News","Unknown","Unknown","US-SOUTH-AR-Little Rock",0,"I continue to commute to work",125393,"SOUTH","AR"
"88",1028033947,"2020-06-30 10:00:00","Complete","News","Male","45-54","US-SOUTH-VA-Ashburn",0.8926676,"I continue to commute to work",37683,"SOUTH","VA"
"89",1028732864,"2020-07-01 16:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TN",0,"None of the above / Not working for pay",7124,"SOUTH","TN"
"90",1028877154,"2020-06-29 23:00:00","Complete","News","Female","65+","US-NORTHEAST-PA",1.284682,"Used to work from home, but now I commute",13832,"NORTHEAST","PA"
"91",1028908118,"2020-07-02 21:00:00","Complete","News","Male","45-54","US-NORTHEAST-NY",1.2711612,"Used to commute, now work from home",47305,"NORTHEAST","NY"
"92",1029018322,"2020-07-01 16:00:00","Complete","News","Female","18-24","US-SOUTH-TX",1.4512163,"Used to commute, now work from home",23911,"SOUTH","TX"
"93",1030352283,"2020-07-02 10:00:00","Complete","News","Male","25-34","US-SOUTH-NC-Raleigh",1.0952008,"I continue to commute to work",14622,"SOUTH","NC"
"94",1030834307,"2020-06-30 19:00:00","Complete","News","Male","55-64","US-WEST-WA",1.0627674,"None of the above / Not working for pay",13297,"WEST","WA"
"95",1031048373,"2020-07-02 03:00:00","Complete","News","Male","25-34","US-SOUTH-TX",1.0952008,"I continue to commute to work",2636,"SOUTH","TX"
"96",1031261690,"2020-07-01 15:00:00","Complete","News","Female","18-24","US-MIDWEST-MO-St. Louis",1.0167347,"None of the above / Not working for pay",5004,"MIDWEST","MO"
"97",1031639959,"2020-07-02 22:00:00","Complete","Other","Male","45-54","US-MIDWEST-IL-Chicago",0.6254107,"None of the above / Not working for pay",17497,"MIDWEST","IL"
"98",1031813994,"2020-07-02 12:00:00","Complete","News","Male","65+","US-SOUTH-NC",0.8558647,"I continue to commute to work",57662,"SOUTH","NC"
"99",1032484562,"2020-07-02 15:00:00","Complete","News","Female","55-64","US-MIDWEST-IL",0.6514031,"None of the above / Not working for pay",12594,"MIDWEST","IL"
"100",1033553673,"2020-07-02 02:00:00","Complete","News","Male","45-54","US-MIDWEST-MN",0.6254107,"None of the above / Not working for pay",16651,"MIDWEST","MN"
"101",1033615293,"2020-07-01 18:00:00","Complete","News","Male","65+","US-MIDWEST-MN",0.5996262,"I continue to commute to work",33571,"MIDWEST","MN"
"102",1034577022,"2020-07-01 23:00:00","Complete","News","Male","45-54","US-NORTHEAST-NJ",1.2711612,"I continue to commute to work",12799,"NORTHEAST","NJ"
"103",1034976637,"2020-07-02 16:00:00","Complete","News","Male","45-54","US-SOUTH-AL",0.8926676,"Used to work from home, but now I commute",5956,"SOUTH","AL"
"104",1035274815,"2020-07-01 13:00:00","Complete","News","Female","45-54","US-NORTHEAST-NY",1.3399244,"I continue to commute to work",8668,"NORTHEAST","NY"
"105",1035352930,"2020-07-02 00:00:00","Complete","News","Male","35-44","US-MIDWEST-MN",0.658892,"I continue to commute to work",13273,"MIDWEST","MN"
"106",1035439249,"2020-06-30 17:00:00","Complete","Other","Unknown","Unknown","US-MIDWEST-KS-Wichita",0,"I continue to commute to work",8619,"MIDWEST","KS"
"107",1035590625,"2020-06-30 15:00:00","Complete","News","Male","45-54","US-WEST-CA",1.0755567,"I have recently been furloughed or laid-off",21486,"WEST","CA"
"108",1036003709,"2020-06-30 13:00:00","Complete","News","Female","45-54","US-MIDWEST-IA",0.6592421,"Used to work from home, but now I commute",8321,"MIDWEST","IA"
"109",1036135323,"2020-06-30 17:00:00","Complete","News","Unknown","Unknown","US-MIDWEST-IN-Indianapolis",0,"I continue to commute to work",6079,"MIDWEST","IN"
"110",1036577222,"2020-06-30 04:00:00","Complete","News","Male","35-44","US-SOUTH-OK-Tulsa",0.9404565,"None of the above / Not working for pay",46432,"SOUTH","OK"
"111",1037016134,"2020-07-02 20:00:00","Complete","News","Female","35-44","US-SOUTH-FL",0.9913303,"None of the above / Not working for pay",2590,"SOUTH","FL"
"112",1037047570,"2020-06-30 22:00:00","Complete","News","Unknown","Unknown","US-WEST-NV-Carson City",0,"None of the above / Not working for pay",67987,"WEST","NV"
"113",1038584261,"2020-07-02 22:00:00","Complete","News","Female","55-64","US-SOUTH-GA",0.9297674,"None of the above / Not working for pay",8435,"SOUTH","GA"
"114",1039170191,"2020-07-01 16:00:00","Complete","News","Male","35-44","US-WEST-NV-Reno",1.1331366,"None of the above / Not working for pay",9003,"WEST","NV"
"115",1040160675,"2020-07-01 16:00:00","Complete","News","Female","25-34","US-MIDWEST-MO-Columbia",0.8088145,"Used to work from home and still do",20201,"MIDWEST","MO"
"116",1040434334,"2020-07-02 19:00:00","Complete","News","Female","45-54","US-SOUTH-NC-Raleigh",0.9409563,"None of the above / Not working for pay",6769,"SOUTH","NC"
"117",1040608641,"2020-07-01 20:00:00","Complete","News","Male","25-34","US-SOUTH-VA",1.0952008,"Used to work from home and still do",8505,"SOUTH","VA"
"118",1040687437,"2020-06-30 19:00:00","Complete","News","Unknown","Unknown","US-SOUTH-AL",0,"I continue to commute to work",17093,"SOUTH","AL"
"119",1040978050,"2020-07-01 22:00:00","Complete","News","Female","55-64","US-SOUTH-NC",0.9297674,"None of the above / Not working for pay",9313,"SOUTH","NC"
"120",1041119059,"2020-07-01 17:00:00","Complete","News","Unknown","Unknown","US-WEST-CA",0,"I have recently been furloughed or laid-off",23799,"WEST","CA"
"121",1041421036,"2020-06-30 01:00:00","Complete","News","Male","45-54","US-WEST-CO",1.0755567,"Used to commute, now work from home",20171,"WEST","CO"
"122",1041525936,"2020-06-30 02:00:00","Complete","News","Unknown","Unknown","US-NORTHEAST-MA",0,"Used to commute, now work from home",12896,"NORTHEAST","MA"
"123",1041683074,"2020-07-01 15:00:00","Complete","News","Male","65+","US-MIDWEST-MO-KCMO",0.5996262,"I have recently been furloughed or laid-off",17922,"MIDWEST","MO"
"124",1043027961,"2020-07-01 15:00:00","Complete","Arts & Entertainment","Unknown","Unknown","US-NORTHEAST-NY",0,"Used to commute, now work from home",9506,"NORTHEAST","NY"
"125",1043714679,"2020-07-01 15:00:00","Complete","News","Female","55-64","US-WEST-AZ-Phoenix",1.1202575,"None of the above / Not working for pay",10071,"WEST","AZ"
"126",1043790430,"2020-07-02 17:00:00","Complete","News","Female","35-44","US-WEST-UT",1.1944334,"Used to work from home, but now I commute",17902,"WEST","UT"
"127",1044197398,"2020-07-01 11:00:00","Complete","News","Unknown","Unknown","US-SOUTH-KY",0,"Used to commute, now work from home",20588,"SOUTH","KY"
"128",1044307114,"2020-07-01 21:00:00","Complete","News","Male","25-34","US-SOUTH-TX",1.0952008,"I continue to commute to work",12879,"SOUTH","TX"
"129",1044399697,"2020-07-01 02:00:00","Complete","News","Male","65+","US-NORTHEAST-CT",1.2187537,"None of the above / Not working for pay",44717,"NORTHEAST","CT"
"130",1045468333,"2020-07-01 14:00:00","Complete","News","Female","35-44","US-MIDWEST-MO",0.6945346,"I continue to commute to work",49782,"MIDWEST","MO"
"131",1045568833,"2020-07-01 13:00:00","Complete","News","Female","25-34","US-MIDWEST-IA",0.8088145,"Used to work from home and still do",13922,"MIDWEST","IA"
"132",1046079292,"2020-07-01 04:00:00","Complete","News","Male","25-34","US-SOUTH-OK",1.0952008,"None of the above / Not working for pay",3745,"SOUTH","OK"
"133",1046247068,"2020-07-02 03:00:00","Complete","News","Male","25-34","US-MIDWEST-MO-St. Louis",0.7673072,"None of the above / Not working for pay",51458,"MIDWEST","MO"
"134",10465450,"2020-07-02 01:00:00","Complete","News","Female","45-54","US-WEST-CO-Denver",1.1337387,"Used to commute, now work from home",22479,"WEST","CO"
"135",1046584505,"2020-07-01 20:00:00","Complete","News","Female","25-34","US-NORTHEAST-NY-New York",1.6439336,"I continue to commute to work",3281,"NORTHEAST","NY"
"136",1046875024,"2020-06-30 20:00:00","Complete","News","Unknown","Unknown","US-MIDWEST-OH",0,"I continue to commute to work",42876,"MIDWEST","OH"
"137",1047234248,"2020-07-02 11:00:00","Complete","News","Male","35-44","US-MIDWEST-MI",0.658892,"Used to commute, now work from home",5076,"MIDWEST","MI"
"138",1047602723,"2020-07-01 20:00:00","Complete","News","Female","25-34","US-NORTHEAST-NY",1.6439336,"I continue to commute to work",10737,"NORTHEAST","NY"
"139",104764045,"2020-06-30 22:00:00","Complete","News","Female","45-54","US-WEST-AZ",1.1337387,"None of the above / Not working for pay",1888,"WEST","AZ"
"140",1048204691,"2020-07-01 04:00:00","Complete","News","Unknown","Unknown","US-WEST-OR-Albany",0,"None of the above / Not working for pay",9794,"WEST","OR"
"141",1048481855,"2020-07-01 20:00:00","Complete","News","Female","18-24","US-SOUTH-NC",1.4512163,"None of the above / Not working for pay",1999,"SOUTH","NC"
"142",1048719950,"2020-07-01 23:00:00","Complete","News","Female","55-64","US-SOUTH-NC",0.9297674,"None of the above / Not working for pay",9961,"SOUTH","NC"
"143",104913828,"2020-07-01 17:00:00","Complete","News","Male","55-64","US-SOUTH-AL-Auburn",0.882053,"Used to commute, now work from home",29928,"SOUTH","AL"
"144",1049412493,"2020-07-02 01:00:00","Complete","News","Male","65+","US-MIDWEST-WI-Milwaukee",0.5996262,"I continue to commute to work",23134,"MIDWEST","WI"
"145",1049818457,"2020-07-01 11:00:00","Complete","News","Unknown","Unknown","US-SOUTH-KY",0,"I continue to commute to work",12138,"SOUTH","KY"
"146",104984658,"2020-07-01 18:00:00","Complete","News","Male","45-54","US-WEST-OR",1.0755567,"I continue to commute to work",21334,"WEST","OR"
"147",104992865,"2020-06-30 22:00:00","Complete","News","Male","35-44","US-NORTHEAST-NY",1.3392127,"I continue to commute to work",14520,"NORTHEAST","NY"
"148",1050235199,"2020-06-30 15:00:00","Complete","News","Female","35-44","US-MIDWEST-OH",0.6945346,"I continue to commute to work",17989,"MIDWEST","OH"
"149",1050255859,"2020-07-01 14:00:00","Complete","Arts & Entertainment","Unknown","Unknown","US-SOUTH-TX-Austin",0,"None of the above / Not working for pay",7044,"SOUTH","TX"
"150",1050297473,"2020-06-30 01:00:00","Complete","News","Female","45-54","US-WEST-ID-Twin Falls",1.1337387,"Used to commute, now work from home",20098,"WEST","ID"
"151",105031374,"2020-07-02 21:00:00","Complete","News","Male","25-34","US-WEST-CA",1.3195848,"I have recently been furloughed or laid-off",16498,"WEST","CA"
"152",1050411031,"2020-07-02 00:00:00","Complete","News","Female","45-54","US-SOUTH-OK-Tulsa",0.9409563,"I continue to commute to work",19767,"SOUTH","OK"
"153",1050499333,"2020-06-30 16:00:00","Complete","News","Unknown","Unknown","US-MIDWEST-MI",0,"None of the above / Not working for pay",17382,"MIDWEST","MI"
"154",1050848722,"2020-07-01 21:00:00","Complete","News","Male","45-54","US-SOUTH-TN-Nashville",0.8926676,"Used to work from home and still do",27973,"SOUTH","TN"
"155",1051169879,"2020-07-02 07:00:00","Complete","News","Male","25-34","US-SOUTH-NC-Raleigh",1.0952008,"Used to work from home and still do",26233,"SOUTH","NC"
"156",1052168891,"2020-06-30 13:00:00","Complete","News","Unknown","Unknown","US-SOUTH-TN-Nashville",0,"None of the above / Not working for pay",4076,"SOUTH","TN"
"157",105230917,"2020-07-03 04:00:00","Complete","News","Male","25-34","US-WEST-WA",1.3195848,"I continue to commute to work",19182,"WEST","WA"
"158",1052370676,"2020-07-01 15:00:00","Complete","News","Female","55-64","US-SOUTH-FL",0.9297674,"None of the above / Not working for pay",9093,"SOUTH","FL"
"159",1053679362,"2020-07-01 22:00:00","Complete","News","Male","45-54","US-SOUTH-NC-Durham",0.8926676,"I have recently been furloughed or laid-off",509961,"SOUTH","NC"
"160",1054264979,"2020-07-01 20:00:00","Complete","News","Female","55-64","US-MIDWEST-IL",0.6514031,"Used to commute, now work from home",7202,"MIDWEST","IL"
"161",1054358626,"2020-07-02 06:00:00","Complete","News","Male","35-44","US-SOUTH-NC-Raleigh",0.9404565,"I continue to commute to work",8438,"SOUTH","NC"
"162",1054512406,"2020-07-01 21:00:00","Complete","News","Male","25-34","US-WEST-CO",1.3195848,"None of the above / Not working for pay",6941,"WEST","CO"
"163",1054655161,"2020-06-29 21:00:00","Complete","News","Female","25-34","US-WEST-MT",1.3909675,"Used to work from home and still do",17502,"WEST","MT"
"164",1055203712,"2020-07-02 16:00:00","Complete","News","Female","18-24","US-WEST-UT-Salt Lake City",1.7485404,"I continue to commute to work",8552,"WEST","UT"
"165",1055760038,"2020-06-30 04:00:00","Complete","News","Male","55-64","US-SOUTH-TX",0.882053,"I continue to commute to work",24118,"SOUTH","TX"
"166",1055810143,"2020-07-02 07:00:00","Complete","News","Female","55-64","Unknown",0,"None of the above / Not working for pay",7230,NA,NA
"167",1055906278,"2020-07-02 15:00:00","Complete","News","Male","55-64","US-SOUTH-TX-Houston",0.882053,"I continue to commute to work",18985,"SOUTH","TX"
"168",105609444,"2020-06-30 14:00:00","Complete","News","Female","65+","US-MIDWEST-IL",0.6320629,"Used to commute, now work from home",11391,"MIDWEST","IL"
"169",1056108562,"2020-07-01 23:00:00","Complete","News","Unknown","Unknown","US-SOUTH-GA-Conyers",0,"None of the above / Not working for pay",4523,"SOUTH","GA"
"170",1056575968,"2020-07-01 01:00:00","Complete","News","Female","18-24","US-SOUTH-AL",1.4512163,"Used to commute, now work from home",23499,"SOUTH","AL"
"171",1057156094,"2020-06-30 15:00:00","Complete","Other","Female","65+","US-MIDWEST-IL",0.6320629,"I continue to commute to work",19036,"MIDWEST","IL"
"172",1057421895,"2020-07-01 21:00:00","Complete","News","Female","35-44","US-SOUTH-VA-Suffolk",0.9913303,"Used to commute, now work from home",13487,"SOUTH","VA"
"173",1057627017,"2020-06-30 02:00:00","Complete","News","Male","35-44","US-WEST-CO",1.1331366,"None of the above / Not working for pay",2284,"WEST","CO"
"174",1058215256,"2020-07-01 10:00:00","Complete","News","Male","65+","US-NORTHEAST-PA",1.2187537,"I continue to commute to work",26787,"NORTHEAST","PA"
